Type,Start,End,Transcript
IRR,0,0.68844,"Veteran: I'm doing good sir, how are you?"
Q1,0.952658,10.112198,"Interviewer: Very good, as he said my name is <NAME>. I work for the company called <NAME>, uh, we-we are a software development cus-company, we do custom software develpment."
Q1,10.451906,17.183161,"Interviewer: So- uh, that's what we do. But have they shared with you um, the job description for which you're interviewing?"
BCV,17.787087,18.252613,"Veteran: Yes sir. "
Q1,18.969775,24.191216,"Interviewer: Ok, so uh, material program manager specialist, um, uh- "
Q1,25.776521,38.182162,"Interviewer: So, based on your uh, your work history, both civilian and-and-and military, how do you think, uh, your previous jobs have uh, have um-"
Q1,40.333647,45.051817,"Interviewer: Added to your experince that would have you uh, fill this job?"
A1,46.070941,53.859067,"Veteran: Well both uh, civilian and military, I've contributed to my, the overall experience of my civilian career, of-"
A1,54.51332,61.055848,"Veteran: And my education, uh, I've learned and developed the experience through uh- "
A1,62.47759,67.447395,"Veteran: Inventory management, uh, um- "
A1,70.039243,73.121781,"Veteran: Cross-departmental collaboration, uh, communication is key."
A1,73.801197,81.916449,"Veteran: In my military career and uh, leadership aspect is huge. Um, I'm ten years- eleven years uh, in the- in the Army National Guard."
A1,82.369393,91.981877,"Veteran: Uh, I've deployed a couple times, um, the-the pace is very quick., um, so I'm very well equipped uh, to manage multiple individuals."
A1,92.686457,102.575741,"Veteran: Uh, and so, I think that my experience and my education would blend well to whatever this uh, job entails."
Q2,104.173628,116.856068,"Interviewer: So um, given that you talked about managing people, um, uh, what would you think, what would you say is the most challenging thing with managing a group of people?"
A2,120.001514,132.01712,"Veteran: Every individual thinks that they're the only one that is-is affected- um, the key is to, to to ensure them that "
A2,134.218932,144.309524,"Veteran: Yet we're going to take care of you, uh, and military, it's the first thing we always, we always teach is to take care of your people. Make sure they're fed, make sure they're paid, make sure they have a place to sleep."
A2,145.12734,152.412194,"Veteran: Uh, y-you can translate that into the civilian world- you take care of your employees, don't make sure your company thrives."
A2,153.544555,164.4278,"Veteran: Um, and so that's, that's what I do now, uh, you know I supervise, uh, group- small group of people,um, and our productivity is great. Um, so- "
A2,166.289904,169.523423,"Veteran: Both aspects have [inaudible]."
Q3,171.171637,177.387039,"Interviewer: Cool, cool, very good, well can you uh, and you don't have to be like, totally specific, but can you -"
Q3,178.657799,179.953723,"Interviewer: Describe uh, an instance where you got a challenge or, say, two people that work for you disagreed in one of those, uh you know- as you - as you were saying, and, and how did you resolve that conflict?"
A3,189.943661,203.922025,"Veteran: Um, so one of- a recent situation that we had at my civilian career here, um, we have a- an item that was incorrectly brought into our system, and it happened months ago, and only now is caught."
A3,204.576278,217.069991,"Veteran: Um, and now management- senior management's involved, and there's quality issues, documentation, uh, it's a wide range of people invovled and everybody is, you know, quite upset that you know, a little mistake happened."
A3,218.252679,229.450468,"Veteran: Uh, and you know, one of the people who's suggesting all these different things, you know, what they can do if they spent a little time in our department , doesn't exactly get the whole picture."
A3,229.739849,231.048355,"Veteran: Um, because they only-"
A3,232.910459,243.164615,"Veteran: They only did this job for a little bit, before they decided they wanted to get someting else. And so now they want to interject their-their opinion, and ""yeah I'm right, and""- "
A3,244.372466,247.555658,"Veteran: -""and you know all of you- yall don't know what you're talking about."""
A3,249.342271,258.287921,"Veteran: Uh, it turns out the individual doesn't actually know the right thing, he just he was in the job for a little bit, he thinks he's a subject matter expert now."
A3,258.791193,275.210423,"Veteran: Um, and the job he now, currently occupies, is supposed to be a subject matter expert job. Um, so, trying to manage his expectation of what he thinks is- can happen, what actually can happen- "
A3,275.537549,282.960803,"Veteran: Uh, is not is-is quite a challenge. Um, especially when there's senior management involved."
A3,283.539565,293.202376,"Veteran: Um, and the people who are actually solving the problem are not senior management. You kinda have to manage their expectations respectfully."
Q4,294.838009,298.776107,"Interviewer: Ok, ok. Um, so um- "
Q4,301.556682,307.444958,"Interviewer: Did you a-a, did you get an action item from that- you said it was introduced a long time ago, and whatnot."
Q4,307.759503,316.906461,"Interviewer: If you had to, you know, right something up, say a-a, an SOP or something to make sure that doesn't happen in the- in the future, h-how would you do that?"
A4,318.038821,328.24265,"Veteran: Well, funny enough, the procedure is an SOP, it's a- there's an action item open, it's called a deviation, uh, deviation from standard operating procedure."
A4,328.934648,332.394639,"Veteran: Um, when one get's opened it's actually a pretty big deal."
A4,333.60249,342.132941,"Veteran: The bigger issue is that it made- it made its way from- from multiple departments and levels, not in- the mistake wasn't caught."
A4,342.623631,357.721774,"Veteran: Until the end use of the- of the product. So what it comes down to is, it's training, and adherance to your operating procedure. Um, and the big issue- another issue is that people don't actually always uh- "
A4,362.125399,372.882825,"Veteran: They're not really held accountable for their actions, um, you know they-they, a little you know, you know, slap on the wrist, and ""hey don't do it again"", um-"
A4,373.41126,386.055955,"Veteran: It's different, like in the military, you make a mistake, they can take your rank, they can take your pay, your leave, [inaudible], a whole host of issues. You can't really do that on a civilian side, so-"
A4,386.987007,388.13195,"Veteran: Trying to-"
