Type,Start,End,Transcript
Q1,0,9.46,"Interviewer: Today, and I figure we can kind of take some time and get to know you a little bit your background so i'd love for you to kind of walk me walk me through your resume and your experience a little bit."
A1,10.09,12.07,"Veteran: Absolutely, so I."
A1,12.145941,13.163548,"Veteran: Umm"
A1,13.72,24.67,"Veteran: am currently a text saying i'm student I am getting my undergraduate degree in my junior year currently have my senior year still to go so graduate spring of 23."
A1,25.337497,26.121708,"Veteran: Umm"
A1,26.17,35.5,"Veteran: And I went to school, right after I got out of the Marine corps, so I did four years of the marines and then I had a two week period before the Semester started and jump right into it."
A1,35.70029,36.372472,"Veteran: Umm"
A1,36.79,37.99,"Veteran: and"
A1,38.118275,38.930494,"Veteran:Umm"
A1,39.01,49.84,"Veteran: had to had a colorful more colorful than what's what's typical career just short four years in the marines where I was able to deploy."
A1,50.329567,50.871047,"Veteran:Umm"
A1,51.31,64.69,"Veteran: Three times and to get that real world experience, I mean one deployment is hard to get on and it's earned on merit, but I was able to do three so it was really a learning experience the short four years."
A1,65.024195,70.79375,"Veteran: Umm I went to Kuwait and Iraq for six months. Umm"
A1,71.14,81.22,"Veteran: When I was in my first two years of the marines So when I before I picked up any leadership positions, then on I returned from that and started to."
A1,82.03,93.73,"Veteran: become a team leader and then a squad leader and then went when President trump was sending marines and army to the California border well this whole Southwest border."
A1,94.142711,102.43,"Veteran: Umm I was sent on that mission as well and I had a team of 15 to 17 marines that were."
A1,102.881067,111.91,"Veteran: Umm isolated desolate and there was, it was a whole experience that mission hadn't been done in 100 years, so it was basically."
A1,112.440977,113.187845,"Veteran: Umm"
A1,113.5,120.52,"Veteran: me and my teams would go out and there would be no way to contact us because there was no cell signal, and it was just you know."
A1,121.39,128.74,"Veteran: Well, what do I think is best let's see you know i'm the head dude what the radio i'm the i'm the shot caller so learned a ton there."
A1,129.46,144.07,"Veteran: ended up getting navy marine corps achievement medal from that spent three months there and it's probably where I developed the most where I just learned the most about leadership and really, really gained a passion for it."
A1,144.658995,161.74,"Veteran: Umm And then, about a year later, I went to UAE for two months, while they were doing a bunch of demonstrations, with their missiles and we did a show of force squad leader for that as well."
A1,162.219729,181.36,"Veteran: Umm I did, that was a more traditional logistical operation to my job, the border and deployment was a little bit didn't miss logistics wise, this was purely a logistical mission be offloaded three large ships and did a show forth mission and then on loaded."
A1,181.843686,185.400645,"Veteran: Umm The ships and I was one of the umm"
A1,186.01,190.06,"Veteran: I guess key personnel at the beach where the ship."
A1,191.56,200.2,"Veteran: yeah so that that kind of, and then there were a few missions in there you're in there, like I know it says that."
A1,201.31,214.48,"Veteran: A helicopter crashed in yuma I was commanded a team to go recover that it was a short two day mission, but it had it had been done before it had never been done before in right."
A1,215.38,223.78,"Veteran: So essentially it had never been done before there was no after action there was no how to guide or publication, so that little."
A1,224.92,238.03,"Veteran: You know let's recover this crashed helicopter turned out to be quite the endeavor all in successfully and once it went successfully once I was back at the shop, I wrote like a six page document of how to guide."
A1,238.99,244.36,"Veteran: Published it for future is but yeah so that's that's pretty much the summary of."
A1,244.93536,247.24,"Veteran: Umm My experiences so far."
Q2,248.2,254.38,"Interviewer: awesome I see on here, it does have something about kind of looks like maybe starting starting your own company."
A2,254.83,257.14,"Veteran: Yes, ma'am so I."
A2,257.548093,272.71,"Veteran: Uh In the last year started a manufacturing company for bullet primers and I have ceased operations with that recently, which is too bad, but uh well."
A2,273.32568,274.137899,"Veteran: Umm"
A2,274.33,278.86,"Veteran: it's worked as far as I could and learn as much as I could."
A2,278.945862,279.580699,"Veteran: Umm"
A2,279.97,290.47,"Veteran: But the next great ideal will come along here soon enough got got quite quite the length of time here at a&m so yeah unfortunately had to cease operations, the company."
Q3,291.52,298.66,"Interviewer: Okay fantastic well nonetheless it is it's always hard to start to start something, and so I can absolutely appreciate that well."
Q3,298.9,310.66,"Interviewer: This role that we're talking about today is manufacturing group leader, so it sounds like you've had you know some logistical experience you had your own personal experience with with manufacturing i'm kind of curious to you."
Q3,311.098529,318.996658,"Interviewer: Umm kind of what you what you think are some of the principles, especially around lean manufacturing there if you have any umm"
Q3,319.33,324.82,"Interviewer: Any insight to you know purpose of manufacturing lean and kind of some of the principles around that."
A3,326.92,329.53,"Veteran: Absolutely um yeah well I."
A3,332.5,344.08,"Veteran: Think, I think I could I could answer your question by kind of going over my own personal core values and then that translates into how I lead people what I expect from them."
A3,344.352827,345.211725,"Veteran: Umm"
A3,345.82,349,"Veteran: And it, they are."
A3,350.38,351.16,"Veteran: trust."
A3,352.3,355.12,"Veteran: Safety and."
A3,356.47,357.91,"Veteran: Commitment or loyalty."
A3,359.5,362.05,"Veteran: So I am."
A3,363.91,370.96,"Veteran: The focus is very much and it's kind of ironic because it's a manufacturing company it's very cut and dry."
A3,371.576165,383.65,"Veteran: Umm relational it's relational approach and I get that from the marines and it's it's the approach that i've had the most success with is finding out the individual building up."
A3,383.95,400.69,"Veteran: That mutual trust, where you know as a boss, you can come to me safely with problems concerns safety concerns that may shut down the line you can comfortably come to me and I will address that I will be on your side, and I can expect you to show up and do your best at work every day."
A3,401.366862,402.300447,"Veteran: Umm"
A3,403.27,405.49,"Veteran: So did that did that kind of answer your question."
Q4,406.3,410.02,"Interviewer: yeah I mean I think it's a it's a great start, I think, when you think of."
Q4,411.19,426.04,"Interviewer: Just I don't know what if you've had any experience didn't look like it on your resume in terms of like lean six Sigma and kind of again principles around you know Sigma Sigma black belt I don't know if you've heard anything kind of around that but, like and."
Q4,427.72,435.28,"Interviewer: As as it means like not using as many resources as you can and trying to do, it is as simply as possible and as."
Q4,435.79,442.93,"Interviewer: lean as possible, and so I think just in general, like identified Oh, it sounds like your values are are critical to you and so like."
Q4,443.83,454.15,"Interviewer: Especially like around loyalty because, like customer loyalty is critical, but no identifying you know how your customers are going to be using that product and so making sure that you know what are your giving value in terms of the brand."
Q4,454.57,466.27,"Interviewer: Make sure you're mapping that brand system based on on kind of what you learn, making sure like non value steps in your process are eliminated because, again, you want to be as lean as possible."
Q4,466.605782,474.73,"Interviewer: Umm And then, make sure that you're you know cost saving and you know little waist as possible in terms of your."
Q4,475.39,480.4,"Interviewer: processes and then lastly like just making sure, and it sounds like again your values will drive you there is like seeking perfection."
Q4,480.76,497.74,"Interviewer: so that you know, making sure that you can implement it and anybody can own that process and it's not dependent on you, so I think like again your values are are strong and it sounds like also given what you've done in the past you've had some some experience in that."
Q4,498.086268,508.39,"Interviewer: Um I am kind of curious like it's and it sounds like you have some great leadership and you'll have to deal with folks of different backgrounds and education levels like how you know."
Q4,509.74,519.43,"Interviewer: How do you work with somebody who with somebody who might say, like on the line, maybe like hey my workload is too heavy and you know i'm not going to meet you know, the deadline of my project like How would you handle something like that."
A4,520.987108,524.98,"Veteran: Ah I would ask if they needed help i'd say."
A4,525.113554,525.785735,"Veteran: Um"
A4,526.06,533.98,"Veteran: What what's going on, you know you've everybody bites off more than they can chew at periods of time and that happens and."
A4,534.82,543.97,"Veteran: I am one of those people who will not ever asked for help, and I know there are other people out there, so i'm going to be the one to start that i'm going to be the hey."
A4,544.298726,559.09,"Veteran: Uh what's going on break it down for me, so I understand and here's how I think I can help you do you want my help and I may be a little pushy because if they're like me, they are going to be reluctant like know."
A4,559.39,566.05,"Veteran: If there's if there's a salesperson they're going to be like No, this is mine and I got this I i'm going to be a little bit intrusive."
A4,566.38,579.55,"Veteran: And i'm going to offer my help and be like hey it's very important this deadline matters this so i'm going to help you take care of all this stuff on the side i'm gonna help you meet your goals and the build up that loyalty, but you're going to return the favor."
A4,579.905657,580.559167,"Veteran: Hahaha"
Q5,581.2,588.76,"Interviewer: yeah absolutely well another instance again because you're working with folks have different different backgrounds different beliefs."
Q5,588.840066,593.98,"Interviewer: Umm And oftentimes like again they're working a demanding schedule like because it's a."
Q5,594.67,602.62,"Interviewer: production line you know, so how would you work with maybe two of your employees or your team Members who are saying, like."
Q5,603.07,611.17,"Interviewer: The work should be done this way so they're arguing about the way that the words being carried out like how How would you handle that with with to folks who are maybe argument around that."
A5,611.74,624.34,"Veteran: I love because that's two ideas that they're bouncing off of each other and that they're refining and they're going to come out of that argument and me too if i'm part of that argument with to better."
A5,624.85,636.4,"Veteran: ideas of their own ideas they're going to be more solidified their beliefs, because they've been challenged so i'm going to take both of those and weigh the pros and cons do I, is this legitimate."
A5,636.88,648.73,"Veteran: Is it, you know the very legitimate points can be brought up from all levels of the chain of command and all of them have value i've been there with a great idea as a private."
A5,649.12,667.75,"Veteran: that nobody listens to I don't want to do that other people, but not every day, not every idea is no maybe it's one in three will be a good idea, or whatever the whatever the statistic is but, listening to them, giving them if it is a good idea, give him credit for it."
A5,668.83,682.84,"Veteran: It was their idea absolutely if if we do end up absorbing it and implementing it, and if it does improve efficiency if it if it improves our cost or or no finds us a better supplier something along those lines."
Q6,683.74,689.29,"Interviewer: So you don't see arguing necessarily as a bad thing you see it as kind of you know, iron sharpens iron a little bit."
A6,689.86,714.04,"Veteran: I see discussions as very productive I see arguing as a little bit more negative connotations associate associated with it, I encourage discussions help facilitate discussions arguments that's where you can start to get heated maybe yell and maybe lose that professional tact."
A6,714.799354,715.52755,"Veteran: Umm"
A6,715.66,718.39,"Veteran: So i'm very in support of discussions."
Q7,719.41,725.14,"Interviewer: And that's what so, how would you handle it if you did have maybe a discussion that teeters on."
Q7,725.68,734.71,"Interviewer: The line of unprofessionalism so you have two guys, who are out on the line and they're having a heated discussion and it looks like it's about to start to take a turn How would you handle a situation like that."
A7,735.64,737.17,"Veteran: Absolutely um."
A7,739.66,749.77,"Veteran: Stop everything they're gonna if they're yelling their bloods going to be hot they're going to be all amped up and worked up and know exactly what they're going to say and i'm going to but in and i'm going to stop it."
A7,750.79,752.71,"Veteran: hey guys what we talked about."
A7,753.85,765.19,"Veteran: And then i'm the boss and gotta be nice to me i'm over here or we're talking about this and that and okay okay okay well, what do you think what do you think all right yeah that's fair."
A7,766.24,773.59,"Veteran: All right, yeah I can see that okay well how about we tone it down a little bit, and then you all can continue."
A7,774.04,786.04,"Veteran: and hopefully that's enough hopefully that little bit of just like hey guys don't forget to respect each other that's that's enough if it's not then we'll have to get into a little bit more like hey maybe."
A7,787.18,794.68,"Veteran: This as childish, is it sounds i've had to do with marines maybe we just separate the two of y'all for a few minutes let's calm down, you know."
A7,795.07,804.28,"Veteran: That that emotional when you're really involved about a topic you care about that emotional response can be pretty strong and distance can actually help so."
A7,804.703589,805.42245,"Veteran: Umm"
A7,806.29,810.07,"Veteran: yeah that's that's how I would approach that kind of situation."
Q8,811.03,820.69,"Interviewer: awesome well in the past and it sounds like you have you might have some examples of this, you know when Have you had to motivate maybe an employee or somebody that worked for you that."
Q8,820.9,828.55,"Interviewer: was just discouraged and you know world kind of beat them down, how do you how do you motivate folks and have you done it in the past."
A8,829.3,840.16,"Veteran: I back when when I was at the border, it may it'll be helpful, just to give a little bit of context here, so our job there."
A8,840.67,859.27,"Veteran: was legally week, we could not do anything you cannot have US military operating on us soil, it has to be foreign so our role there was eyes and ears for the border patrol we were just there so understaffed we were just literally people watching the teams were."
A8,861.37,868.6,"Veteran: Eight hours a day, eight to 12 hours a day 115 degrees you're wearing your body Armor you're climbing up mountains."
A8,869.17,876.43,"Veteran: And there's you there's no phones no music, the rules are extremely strict and."
A8,877.33,897.7,"Veteran: it's it was not a fun environment this, it was not fun and you don't get days off it was seven days a week, at four hours a week in the hundred and 15 degree heat and after about two weeks people really started to fall off and that's that's one of the reasons that it became."
A8,898.75,910.6,"Veteran: The learning experience that it did was how on earth, am I going people in other shifts luckily, not mine I didn't have to deal with this yet."
