Type,Start,End,Transcript
Q1,0,6.41,"Interviewer: Let's you know kind of get. Get get started and kick off with you. Telling me you know a little bit about you. Your background."
Q1,6.431657,11.025698,"Interviewer: Now, what's what's interesting to you about this operations management role?"
A1,12.45,15.99,"Veteran: Um Well, I am um"
A1,16.794846,29.87,"Veteran: a graduate. I'm, from Sarasota Florida. graduate from A&M. Commissioned in the Marine corps and served for 29 years. I retired out of the Pentagon."
A1,30.52,42.34,"Veteran: Um married with 2 kids. I work for <NAME> on a navy contract uh for 2 years uh in the pentagon uh and then went uh"
A1,42.511803,48.546921,"Veteran: decided to leave, <NAME> went back to working for the marine corps, this time as a civil servant."
A1,49.620476,52.85,"Veteran: And uh an opportunity"
A1,53.184485,64.25,"Veteran: Um arose It was in Texas and I'm now in Texas, so um i'm currently their Director of Operations at the dallas campus. And"
A1,65.012931,65.815679,"Veteran: Um."
A1,66.381471,77.97,"Veteran: I'm familiar with the director of Hr. Although when I read the position description. It seemed more of an Ops related position versus a Hr. Related"
A1,77.997141,82.402584,"Veteran: position. So i'm curious to know about the organizational structure."
Q2,84.82,88.640808,"Interviewer: Oh uh, so you were told it was an HR Position?"
Q2,89.888453,103.414276,"Interviewer: Uh well good to know. Well, fantastic. Well, one so like what what we're looking at today is obviously, you know, in in terms of operations. So it doesn't sound maybe too dissimilar from what you're doing"
Q2,103.825322,121.901663,"Interviewer: Uh right now, and in your current role, in terms of like directing, guiding, monitor monitoring this operations team to to make sure that you're achieving specific goals for us. That means kind of around supply chain around our project management piece specifically kind of around what we do. So"
Q2,122.215992,136.713818,"Interviewer: At <NAME>, we are a design, build firm, so construction, so for us it's around supply chain, and then also kind of coordinating folks that are obviously out out in the field. But this aligns directly to some of our senior leaders."
Q2,136.955609,154.698278,"Interviewer: Uh but obviously, you know, reporting into them and making sure that they're aware of what's going on and and managing their budgets. All that good stuff, but obviously leading teams on the ops side of the house for us, which it sounds like based on your resume. You have a good amount of experience in the the operations realm."
Q2,155.16,175.119999,"Interviewer: Um so kind of curious to to hear a few questions and and or ask a few questions, and then hopefully answer, maybe some of yours but uh one, uh you know as as somebody who is in the military, and seemingly has managed quite a few people throughout their career. I'm kind of curious about. You know your management style, and and how you've honed that over the years."
A2,176.319285,186.489041,"Veteran: So um I would say, You know I am a firm believer in there's no one person, not every person is led the same way. So"
A2,187.03549,193.109295,"Veteran: leadership style has to be. My leadership. Style, I believe, is one that um"
A2,194.98,206.432013,"Veteran: changes based on, the organization that i'm a part of, and people that i'm. Leading um. Some people can be led to the water. N0 0ne can be made to drink the water, but"
A2,207.104194,212.486476,"Veteran: some people take more encouragement than others. And how you do that uh"
A2,213.158656,220.84,"Veteran: obviously requires a lot of different tools and and ways to do that. And so I would say"
A2,223.72495,229.073381,"Veteran: more accurately how I would describe it as how I set the conditions for the organization i'm in."
BCI,230.209801,230.877146,"Interviewer: Ok."
A2,231.249505,233.338585,"Veteran: and I would tell you that um"
A2,234.610409,246.516228,"Veteran: That a team approach or a family approach is what I try to take. so that everyone feels like they are a part of the team or part of the family."
A2,247.115871,256.845566,"Veteran: We're all in this together, and we we win together. the water rises. We all, you know. The boats all rise together. So uh"
A2,257.450045,265.511378,"Veteran: that's kind of what my leadership style is characterized by how I try to form the organization that i'm in."
Q3,266.618783,280.168786,"Interviewer: That's fantastic. Yeah. And I mean, I know that's a navy saying with the a rising tide we all sail. So has there been a time where your management style kind of"
Q3,280.584667,289.975854,"Interviewer: came into question or was challenged in terms of like how it sounds like you take a very values-based leadership approach, but has there been a time where there was difficulty around that, or pushback."
A3,290.430422,291.5475,"Veteran: Um."
A3,294.58,297.732529,"Veteran: Well, first everything I try to do um"
A3,299.64,311.67907,"Veteran: Is standards base. I try to be standards based on everything I do, and ensure that there's procedures. and especially in any program that I've ever been associated with"
A3,312.162653,324.610086,"Veteran: cost, schedule performance right reigns King right? And so um and there's parameters to everything. There's rules to everything, and sometimes people don't like uh"
A3,325.964119,337.831251,"Veteran: Um I'm. A person that in that I think I've always been charged with enforcing the rules and the standard whatever that standard is. And some people"
A3,338.759731,356.758699,"Veteran: sometimes don't like that, especially um in the experience I have right now is in is in a an environment where there hasn't been change for probably 40 years, and in the last 3 years there has been massive change. We're in a constant state of change"
