Type,Start,End,Transcript
IRR,0,0.9235,"Interviewer: I'm on mute."
IRR,1.25075,2.3515,"Veteran: I can hear you, can you hear me?"
IRR,2.97625,4.10675,"Interviewer: Yes I can."
Q1,4.6125,9.69975,"Interviewer: Alrighty, so I'm here to give you the mock interview for a position of program manager."
Q1,10.622,16.6315,"Interviewer: And you'll have to forgive me, because this job listing is a lot shorter than the other ones and I have not experience in this field [laughs]."
BCV,16.66125,17.61325,"Veteran: Ok, no worries."
Q1,19.8445,32.5775,"Interviewer: Um, so a couple things I was able to pick out, uh, is service as a liaison between administrative, clinical, and operation staff. Uh, can you tell me about any of your experience of serving as a liaison between two groups?"
A1,33.232,44.38825,"Veteran: Uh, yes, I can do uh- um, currently, in my current position at A&M, I work in uh, medical simulations, so what I do- I hire, recruit, and train medical actors from the community-"
A1,44.92375,52.9265,"Veteran: to participate in medical simulation. For um, Texas A&M health professional students, uh, that need clincal simulation, or-"
A1,53.581,56.28825,"Veteran: Or any kind of clinical judgement or skillset of experience, so-"
A1,57.47825,64.20175,"Veteran: Where I work, I work in me-medical simulation that require either uh- a judgement kind of aspect, or like let's say, medical doctors, right-"
A1,64.529,69.8245,"Veteran: They perform more of a judgement type of experience versus nursing, perform more of a skill."
A1,70.3005,71.907,"Veteran: Uh, type of experience. So I help recruit and facilitate those kind of events."
Q2,81.45675,93.41625,"Interviewer: Oh, provides ongoing collection of management and operational data, um, do you have any experience massaging, playing with organizing data and-"
Q2,93.65425,95.826,"Interviewer: Then obviously generating the reports.w"
A2,95.826,106.62525,"Veteran: Uh yes, um so, the way we kind of um, record data uh, it revolves the- the SP of [inaudible] medical actor-"
A2,106.774,114.509,"Veteran: Uh, regards their invoice. So in order for them to come in, they have to walk in and out of a thing called [inaudible], so we're able to get a lot of data from that."
A2,114.509,125.01075,"Veteran: We're able to also get data from um, our requests. We send a weekly that shows the list of events that we have, and who's available to do them, who's not."
A2,125.54625,134.739,"Veteran: Um, also have ways to extract data by um, outlook, or we're now moving into this thing called Triple C which just shows, um-"
A2,135.215,144.973,"Veteran: Our event data. So-so we have ways to again, um, view how man times the SP or medical actor works, how long do they work, what rates, right?"
A2,145.211,153.74925,"Veteran: We have opportunities to extract data from our outlook or triple seat software that shows how many events we-we've done this month or last month or the whole year."
A2,154.3145,160.7405,"Veteran: So th-th-there's some uh, things that we used to uh, get data um, that's how we did it where I work."
Q3,173.057,179.21525,"Interviewer: Oh, then health administration, yeah, obviously you got that experience, you know what you're talking about. Uh-"
Q3,184.98675,191.71025,"Interviewer:Have you ever been in any leadership positions, where you were leading a team, and how did you uh, resolve any conflicts within that team?"
A3,192.5135,198.047,"Veteran: Uh, yes, I-I've had experiences in leadership, um, I worked with teams in the military-"
A3,198.37425,208.19175,"Veteran: -in my current role, and many other roles. So uh, in the military, you know uh, depending on the role or the mission, I make sure that I listen in any kind of situation, whether it's civilian or military-"
A3,208.42975,217.47375,"Veteran: I make sure I listen. I kind of feel like uh, I practice that two ear-one mouth rule, so I listen before I speak, and then I- I try to assess the situation."
A3,217.71175,223.275,"Veteran: And, in a calming manner, and then uh, come up with affirmative action. Um-"
A3,224.0485,229.2845,"Veteran: I work in fitness, so a lot of time I would work with people, and making sure they're in the right direction-"
A3,229.37375,236.81125,"Veteran: -and-and they're not getting hurt, so learning how to troubleshoot that is fine, it's great. Uh, in my current role, I do a lot of leadership, uh-"
A3,237.317,247.551,"Veteran: Kind of [inaudible], tactics, because I have to manage, uh, many people, at the same time, in multiple different buildings, and sometimes through a-"
A3,248.027,254.9885,"Veteran: Telehealth, which is kind of what we're doing now. Like a Zoom, um, kind of platform, so um, there's a lot of leadership in that and a lot of uh-"
A3,255.55375,261.32525,"Veteran: -planning, a lot of uh, things happen, so you have to kind of adjust fire, and make sure that um-"
A3,261.5335,270.4585,"Veteran: -you come up with a solution quickly, so it keeps you on your toes. So I have- I have a lot of experience in- those are some of the situations I find myself executing my- my traits of leadership."
Q4,271.97575,273.87975,"Interviewer: Good, good. Um...."
Q4,276.5275,279.82975,"Interviewer: This isn't much I can pull out of this, uh-"
Q4,280.78175,285.9285,"Interviewer: Oh, normally, towards the interview's uh- end of interview, I- there's two bits of questions I ask. Uh-"
Q4,286.07725,291.9975,"Interviewer: -first one is, ""tell me about yourself. What do you like to do for fun, what are your hobbies, anything you think I should know?"""
A4,292.74125,296.341,"Veteran: Uh, that's a great question. So uh, I like to do a lot of things for fun."
A4,297.293,304.28425,"Veteran: When it comes to, I guess, like exercise, I love playing racketball, um, I'm part of a- a group of guys here uh- "
A4,304.40325,307.9435,"Veteran: -in Bryan College Station where we get together, Tuesday and Thursday, we play racketball. "
A4,308.33025,312.97125,"Veteran: Uh, these uh, gentlemen, are older than I am, and it's a fun sport, cause you got to grow old with it, and-"
A4,313.32825,320.2005,"Veteran: I love interacting with them, playing uh, racketball with them, cause they may be older, but skillset's so much higher than mine, and it's pretty fun."
A4,320.64675,322.3425,"Veteran: So that's one thing I like to do."
A4,322.878,327.42975,"Veteran: Um, I love Jeeps, I love dogs, um, my wife's going to med school- so that's real stressful, but-"
A4,327.66775,332.517,"Veteran: -you know, we enjoy uh, being out in nature, we enjoy being out like uh, camping and stuff like that."
A4,332.78475,337.42575,"Veteran: We don't get to do it often, but we-we do enjoy that and I do enjoy it very much."
A4,337.6935,343.85175,"Veteran: Um, I like Jeeps, uh, I have a Jeep myself- it's an '01 Jeep Cherokee- it's old, it's about 20 years old-"
A4,344.20875,352.47925,"Veteran: I'm hoping that one day, be able to afford a newer Jeep, and actually go off roading without having to worry about the vehicle, kind of messing up on the trail, um-"
