Type,Start,End,Transcript
IRR,0,1.85163,"Interviewer: Hi <NAME>, how are you today?"
IRR,1.85163,3.573941,"Veteran: Hi <NAME>  I'm good."
IRR,3.573941,17.467247,"Interviewer: Good, good, so there's a little bit of delay with the audio, so, um, I'm going to, if I speak a little slower than I normally would in an in-person interview, it's just becuse of the Zoom. "
IRR,19.036464,19.648841,"Veteran: Alright"
Q1,19.648841,46.057605,"Interviewer: Alright, so I want to welcome you for making it through the screening process to the interview, congratulations, also congratulations on earning your degree. I'm going to pretend that like you, you're post degree. Um, nuclear engineering isn't for sissys, so well done. I understand that your can set more than a two MR barrier with that degree, right? Ha ha ha."
BCV,46.057605,46.708256,"Veteran: Si, ha."
Q1,48.162651,66.68706,"Interviewer: Excellent, excellent, so the first thing I'm going to do is ask you what attracted you to the <NAME> company as a career, and to this job specifically? So, I'm going to make the assumption, I'm just like going to give you some side hints. Is it you've read a job posting and I want you to talk as if you've chosen a job. "
A1,68.447644,91.33524,"Veteran: Um, well the uh, the type of jobs that you guys offer, uh really uh, inspired me. Uh, you guys are making great strides in the nuclear industry. It's a technology that I'm interested in. Um, it's near, it's uh, it's in a location that I like. Uh, it's kind of strange talking about that, um."
Q2,92.445174,95.660154,"Interviewer: Oh, no, I have a nuclear isotopes here, wait a minute."
BCV,96.234257,97.420738,"Veteran: Charted nucleides?"
Q2,97.7652,105.305094,"Interviewer: I have, nuclear radiographic isotopes book, so you and I are friends. Ha ha ha ha ha ha."
Q2,107.257046,125.62836,"Interviewer: So, okay, okay, so basically, typically the first thing in an interview is going to ask about is what attracted you to the job. And then the next thing they're going to say is please explain your experience as it relates to our job and how you would be the best fit for this job."
A2,126.776567,164.284667,"Veteran: Alright, um, my time in the navy gave me a lot of experience for nuclear engineering, um, I was an electrical technician, uh, nuclear, for submaries. Um, I spent almost two years in school, uh. I went to the South Carolina, uh, normal enlisted school for all nuclear, uh, technicians. And then, I went to uh, New York to spend a year at an actual nuclear plant. Uh, the MARF prototype."
BCI,164.437761,165.241506,"Interviewer: Okay."
A2,165.241506,264.925422,"Veteran: Um, where was that? Um, it's a department of energy, uh, base. Uh, we had actual hands on, uh, operating experience, uh, with the electrical plant, um, the steam plant in the, uh, the reactor plant. Um, just, mostly, uh remote control of those different uh, uh. Yeah, remote control of those different uh, things, uh. We, we, uh, had a hands on, uh, qualification where we would uh, read books, uh, draw diagrams uh, trying to figure out how, uh, different components worked together, um, fluid system and electrical, uh, systems. And we would um, go to a um, an expert and um, basically prove our knowldge to them. Uh, we would be expected to know all the seperate points, limits, stuff like that. Um, and how it normally operates and if there's a procedure that we're supposed to know we would have to recite that procedure. Um, once I was done with that, I went to Hawaii, Pearl Harbor, uh, and immediately upon getting there my ship was in dry dock, uh, undergoing an overhaul I immediately, uh, signed up and went on a ride with a different ship, um."
BCI,264.982434,267.62331,"Interviewer: Oh, so you weren't happy with being in the yards? You we're ready to get out."
A2,267.62331,287.602114,"Veteran: No, that wasn't the problem. Um, so, we were, we were just at the start of the dry dock experience, which means that I wouldn't get any operating experience, so I was allowed to go to an operating ship to get some actual experience before, before they needed that experience basically."
BCI,287.870029,289.094784,"Interviewer: That's awesome."
A2,289.324425,290.12817,"Veteran: Right."
