Type,Start,End,Transcript
Q1,0,11.6,"Interviewer: Alright, howdy. I'm here to give you your mock interview for the position of ""procurement officer lead"". Uh, which doesn't have a lot of description- has a few notes. Um-"
Q1,12.2545,17.312,"Interviewer: So probably my first question would be, uh-"
Q1,17.7285,26.118,"Interviewer: -oh, right off the first line- uh, what experience do you have in soliciting and negotiating contracts?"
A1,27.6055,28.022,"Veteran: None."
A1,28.6765,32.8415,"Veteran: I have not done any contract negotiations at all."
Q2,34.1505,40.5765,"Interviewer: Ok. Uh, uh, so-"
Q2,41.8855,44.3845,"Interviewer: Wow, there is nothing in this job listing- "
BCV,44.682,45.515,"Veteran: Yeah I know, I read the same thing."
Q2,46.4075,54.9755,"Interviewer: Yeah, um, do you have any experience with, uh, training and reviewing the works of-of-of your subordinates?"
BCV,55.273,58.6645,"Veteran: Yes, yes I do, um, do I need to go into detail about this?"
Q2,58.9025,65.2095,"Interviewer: Yes, yes. Please do. Treat this like you would a normal interview, other than that I'm probably very inept [laughter]."
A2,65.3285,73.3015,"Veteran: Ok, I just want to make sure how much experience you wanted. Uh, so yes, uh, in the Army I did, uh-"
A2,74.1345,79.311,"Veteran: -training, for those who were under me, at times, uh when I was specialist, I trained with privates-"
A2,80.382,82.2265,"Veteran: -and other specialists that I worked with."
A2,82.8215,87.8195,"Veteran: Especially when I worked at a, uh- and sergeants as well, when I did security."
A2,88.117,95.9115,"Veteran: At [inaudible]. It's basically a giant blimp. And, um, part of my job, when I-when we were switching out within our rotation-"
A2,96.2685,100.5525,"Veteran: -at the end of the deployment, was I had to train these people who were coming in, on how to do the job."
A2,100.9095,110.9055,"Veteran: And even those who were higher rank than me, still had to understand that I was the instructor, and at the time- even though they outrank me, I'm still the boss."
A2,111.917,117.6885,"Veteran: They need to follow my instructions. I still had to be respectful to them, but they had to listen to me."
A2,118.343,123.936,"Veteran: And um, same thing for those who were also in the [inaudible] as well, I had to train them."
A2,124.5905,130.7785,"Veteran: Then, ten years at Reynolds and Reynolds, working at inventory department, and part of my job was to train new people."
A2,131.195,137.6805,"Veteran: Uh, probably the biggest thing I did there was I trained a part time, high school girl who came in at 17 years old, first job-"
A2,138.5135,144.8205,"Veteran: I remember this, because I had one week to train her on how to do a full-timer's job, entire thing-"
A2,145.5345,150.2945,"Veteran: You know, I had 3 days to train her how to do this job, cause I was going on vacation for 2 weeks."
A2,150.6515,159.8145,"Veteran: And I got her trained up. She did it. She hated me for it, but she did it, and, uh-"
A2,160.469,168.0255,"Veteran: It led- it led to her, uh, recieveing awards in uh, uh praise for the hard work she did while I was off. "
Q3,169.2155,171.1195,"Interviewer: Cool. Well that leaves me-"
Q3,173.2615,181.294,"Interviewer: That leads me to another good, general question. Uh, obviously she hated you for it, so you've had-had some level of conflict at the office. How do you deal with resolving conflict? "
A3,182.603,189.386,"Veteran: Most of- most of everything can be solved with talking it out sometimes when everything can be a simple understanding. When I say she hated me, it wasn't like-"
A3,190.1595,198.9655,"Veteran: -she was angry at me, but here it is- her first job- and you have 3 days to learn how to do a full-timer's job. And you're only supposed to be there part time."
A3,200.2745,203.6065,"Veteran: It was not fair for her. But-"
A3,204.38,211.8175,"Veteran: Yeah. Most-most learn any conflict can be solved by finding out, usually by talking, cause simple misunderstanding, uhm-"
A3,212.472,216.042,"Veteran: -or, could be someone's just having a bad day, week, month."
A3,216.994,217.827,"Veteran: You're-"
A3,220.207,229.251,"Veteran: If you have to ask to go higher than that, then- which I find it rarely does- then, uh, supervisors, managers can be brought in as needed."
Q4,233.3565,235.6175,"Interviewer: Gosh, man, there is-"
Q4,239.0685,242.817,"Interviewer: [inaudible], pulling from your resume-"
Q4,245.078,252.456,"Interviewer: Uh, tell me about your experience as being a recruitment officer for uh, [inaudible] Veterinary Hospital. Uh, what are your- what were your day-to-day tasks, what were-"
Q4,253.527,256.5615,"Interviewer: -uh, things you did commonly during that job?"
A4,257.0375,264.951,"Veteran: So, normally, the job goes um- and this is before covid, during covid, and now-"
A4,265.3675,275.1255,"Veteran: -uh, trucks come in- UPS, Fedex, unload the trucks, sort them packages, open them, check the items, against the um, packing lists that are included-"
A4,275.78,281.3135,"Veteran: -fill out any paperwork that needs to be done, such as if they're missing paperwork, I need to find out where they go to-"
A4,281.968,283.634,"Veteran: -and deliver them to various parts of the hospital."
A4,285.419,293.987,"Veteran: Um, the other part of my job, is I go shopping for the hospital, so someone puts an order in for ground beef, ground turkey-"
A4,294.463,303.269,"Veteran: -um, medicine that we need to pick up from HEB, or St. Joseph- paper towels, cleaning supplies- I drive all over town to find these items."
