Type,Start,End,Transcript
Q1,0,53.623257,"Interviewer: <Name>, so most companies that you're going to start with are going to explain their interview process, um, I do understand completely that the university might have not told you, um, like, where I work, so typically, um, you would have already known about my company, would have already read a job description and, then I would ask you what attracted you to this company and this role, and then I would ask you about your skills as it's compared to this role, then ask about your leadership style and your teamwork style, so I'm gonig to still going to do that and you might not know who Haskell company is, so I'm going to ask you to just, just fake it, and I'm also going to understand that maybe you didn't read a job posting that was on our website, and I'm going to ask you to just fake it. It's okay, this is a coaching session, chief's here for you. Ha ha ha ha ha."
BCV,53.852899,58.292633,"Veteran: Alright, I apprciate that, when they said Haskell was going to be doing the interview I thought that was going to be a person."
Q1,58.484001,91.820281,"Interviewer: Gotcha, well it is, <NAME>, he actually is, he actually is a person. Um, but the <NAME> company is fifteen-hundred people following, Preseton started in the sixties. So, so, yeah it's really, if you get time to read about it, I don't think it fits where you're trying to go. We're more of a civil engineering type group, um, but you know, you never know. Um, so, basically Steven, tell me a little bit about what you think the Haskell company is the right fit for you and your career aspirations."
A1,92.470932,142.456216,"Veteran: Um, I as you can tell by the CV, I've already done good amount of stuff in the field of psychology and many more from the standpoint of the organizational psych side, you know, being able to come in and you know, help with efficiency, help with um, you know,  just a lot of stuff happens nowadays, you know, there's mass shootings, you know hirings, firings, all kinds of stuff. And, um, having someone there to bring psychology and, you know, the ability to help. Um, going around helping employees rest, or you know, help being there during HR's hiring and firing sessions, um, all of that would be a benefit for your company."
Q2,142.877226,197.68498,"Interviewer: Absolutely, definitely, with most, most enviornmental health and safety, and organizations that have to deal with OSHA implementations, that's actually stright up, you know, aligns with that, um also with organizational stratagy. Also, with Haskell, we do a lot of, uh, human, um, machine interaction and human, um, interaction not only with computers, but with the spaces that they're in. So, when we do a design we would like to make sure that people aren't bumping into each other in and out of a door. We do a lot of that pshycological reasearch of how people use that space before we actually design a space, so there's a lot of that. Again, I'm going to ask you to just think of a job description that you just read and tell me why your skills, your particular skills align to that job decription. What does Steven bring to the table?"
A2,198.833187,288.699533,"Veteran: Um, I, I would say I guess I kind of the best of both worlds where I have a background in construction. I was in the military as in the CV, I did that for five years, was pretty much um, foundation up, construction. Um, I was depployed I was in charge of several projects, um and then after I got out when I was doing my undergrad, um, I was doing um, updates and um, standard operating procedures writings for an Earth mine in Long Port California that uh, uh, was bringing it up for thier ISO nine-thousand certification. So, I kind of have both of, of, ah, I have both of those experiences, an on top of that, I have a degree in psychology, um would be a benefit to your company similar to what uh, some of the jobs are to where uh, you also mentioned uh, looking into spaces, looking into stuff like that. Um, making sure that people don't get frustrated being a builder kind of at that ground level, being able to say ""Well, okay we can't do this becuase that's not going to be correct with code, or correct with this electrical thing we can't have an expanse of wiring, it needs to be broken up"", etcetera, etcetera, you're going to get more free money essentially becuase of the experience that I have and that I can bring to your company "
Q3,289.465004,365.323223,"Interviewer: That's excellent, we actually teach a class here that we call the Haskell client experience and the Haskell way and it talks about how to help your customer make the best decisions for them as a company, in other words, you're not always going to pitch the most expensive solution. You're going to, to make sure that they're going to make sure they're compliant You're going to make sure their needs are met. And then, if they want the Cadillac solutions, then we start bringing those in. We have, we have clients with basic needs and clients with um, shall we say, very Gucci taste. Ha ha ha ha ha. So, we need you to be able to bridge both of those clients to make sure their goals are met, so I like how you brought, brought that. I also like how your brought the ISO one-thousand because if the process is set, people will follow it, correct? So one of the things that I mentioned when your going for a job position is you're going to know that job description very well. Um, and I like the fact that you kept your skills concise to the job description, um, because your interviewer doesn't want to know everything everything you've every done, they just want to know what your can do for them."
BCV,367.887552,371.561815,"Veteran: Yes, yeah, yeah, I've had many interviews "
Q3,371.944551,391,"Interviewer: Yeah, I got you, I got you, so yeah it's, it's that. So, typically like I said, we'll follow the um, why doe you want to work for us as a company? How do you fit the job? and then, um, what are your leadership skills and what are your team working skills? Tell us about how you approach a team and how you approach leadership."
A3,396,515,"Veteran: Um, I guess the easiest way to explain it is it's a bit of Walt Disiney approach mixed with a, um, it's more of a military approach where at the end of that day, if I'm in charge and my name is on this, and I'm the one who's going to be signing it off to the big bossess, you better have a really good reason to not envisioning this to be done, but at the same time, I want everyone to have the freedome to work on their, you know, work on thier projects, work on thier stuff, uh, different pieces, uh, according to how they do it, because one thing doesn't fit all, but um, I do uh, I, I do take that approach of leadership kind of also with that there's the uh, uh, share a piece of mind in work, I'm not sure if your've seen of it, or heard of it, but extreme ownership, that, that, that's kind of where I subscribe to a lot of the stuff to where it's just, you know, if I have to own it at the end of the day, I want to make sure that my foot print is in it, but I also don't want to smash in anyone else's foot print either. Um, as far as working in groups, and teams, um, I actually like to play the devil's advocate when it comes to certain stuff where it's like when I start to get all these ideas, I want to come back and respond , ""How much is this going to cost the client, how much is this going to cost the company?"" Well, how much is this going to get us to kind of get some outside the box, not necessarily unconventional thinking, but just you know, outside the box thinking where it's like ""oh, okay, I didn't like take into account how much this is going to cost us. Alright, let me see what we can do with this, right?"" And take into, you know, take this into account, take that into account, and um, in a very non-threatening way obviously, but it's like that's how I like to um, do the group stuff, or how I like to get the group, or team working."
