Type,Start,End,Transcript
Q1,0.07425,0.818,"Interviewer: Hello. "
BCV,1.427875,1.91875,"Veteran: Howdy."
BCV,3.599625,8.58275,"Veteran: Well, I am here to give you an interview for a GIS analysis position."
Q1,9.267,17.730875,"Interviewer: Um, and I see that uh, some of the requirements here are, that uh, you need to collect global positioning system data."
Q1,17.939125,26.1055,"Interviewer: GPS data. And then I assume, convert that into GIS format. Can you tell me about any experience that you've had with that? "
A1,27.20625,34.40575,"Veteran: Yes sir. Ok, so right now, for my uh, research project, I'm a research assistant, and essentially I'm doing just that."
A1,35.06025,37.2915,"Veteran: What we do, is we're taking uh-"
A1,38.407125,44.52075,"Veteran: We're taking- I'm taking [inaudible] files off a [inaudible], which is a tech [inaudible] resource uh, information systems website."
A1,45.23475,49.45925,"Veteran: And our focus is the Brazos River, because we're trying to better understand flooding."
A1,49.965,54.33825,"Veteran: So right now, one of my biggest uh, things that I do, is I collect just uh, rasters"
A1,55.096875,61.998875,"Veteran: And I'm collecting this data and then using GIS or PIS- I'm digitizing river scrolls, which is-"
A1,62.415375,64.914375,"Veteran: Essentially, I'm digitizing the river itself."
A1,65.687875,67.621625,"Veteran: And what we're doing is we're looking at river scrolls, which are essentially-"
A1,70.34375,71.429625,"Veteran: uh-"
A1,71.875875,81.128125,"Veteran: It's kind of like scarification of the land geomorphology, and winter as river bends and meanders, it creates, um, an imprint on the earth."
A1,82.214,90.499375,"Veteran: And that, in essence, is gonna give us a better understanding of how the, uh, historically, how the river has meandered and moved and bent. So-"
A1,91.5555,102.17625,"Veteran: To more focus on your question, is that what essentially, what I'm trying to describe is exactly what we mentioned. And yes, I'm pretty familiar with digitization, and that's what I'm doing-"
A1,102.83075,103.916625,"Veteran: And that's where I'm at."
Q2,105.433875,106.81725,"Interviewer: Ok. Um-"
Q2,108.00725,113.853125,"Interviewer: Looking here, I- I don't see that you have any experience with CAD, uh, do you have any of this not listed on your resume?"
A2,115.32575,117.52725,"Veteran: No, I do not have-"
A2,118.166875,121.63275,"Veteran: much experience with CAD. Uh, computer-aided drafting. "
A2,122.46575,125.14325,"Veteran: Um, however, that's because-"
A2,126.86875,129.233875,"Veteran: Essentially, I-I'm a geographer."
A2,130.096625,131.970875,"Veteran: And I was minoring in GIS."
A2,132.863375,137.325875,"Veteran: And while CAD- I think-"
A2,139.18525,140.776875,"Veteran: It's um, it's-"
A2,141.847875,145.060875,"Veteran: Our CAD courses are more in line with uh-engineers-"
A2,145.834375,153.10825,"Veteran: However, that does not mean I am not interested, and I- whatever skills it takes is really what I'm- anything, whatever it takes."
A2,153.331375,157.422,"Veteran: So really- so you- if, if you guys need CAD, I'll pick it up."
Q3,158.612,164.874375,"Interviewer: Ok, good. Um, let's see. Obviously done cartography, GIS collection, um-"
Q3,168.831125,173.011,"Interviewer: [inaudible] computing programming techniques and languages, oh good. I'm gonna jump on that one."
Q3,173.10025,183.721,"Interviewer: Um, so it looks like there is some programming needed for this job, uh, can you tell me about some of your experiences programming, what languages you're familiar with, any projects you've completed?"
A3,184.866375,193.434375,"Veteran: Ok, early on, whenever I was uh, first trying to decide what I wanted to do, I went into a little bit- into uh, network management, and that- "
A3,194.059125,197.420875,"Veteran: I started doing html 5-"
A3,198.313375,203.56425,"Veteran: However, um, I decided that wasn't necessarily my, uh, what I really wanted to do,"
A3,204.04025,206.3905,"Veteran: However, so I am familiar with html 5-"
A3,207.2235,215.018,"Veteran: I'm mostly familiar with Python, SQL, however I can't tell you that I'm an expert or that I'm really confident."
A3,215.5535,222.232375,"Veteran: However, I am familiar with it. With- and so, in my education experience, I do have Python-"
A3,222.738125,224.969375,"Veteran: And um, C Sharp."
A3,226.204,235.441375,"Veteran: However, again, it's one of those technical skills that uh, whatever's necessary, I'm more than willing to pick up. I'm really- I'm a hands-on learner-"
A3,236.274375,240.09725,"Veteran: And so, whenever I need a- the experiences that I have-"
A3,240.915375,244.768,"Veteran: In school have been very basic. Essentially we follow a recepie. "
A3,245.764625,252.0865,"Veteran: However, I'm really much- I'm very ready to get into industry, to go hands-on, and to learn- truly learn-"
A3,253.380625,256.504375,"Veteran: these languages, and put them into- and apply them properly."
Q4,258.348875,266.902,"Interviewer: Yeah yeah, that is something we definitely get from uh, the associates who come here to Improving it's like- there-there's a difference between the theory taught in school, and what they actually experience."
Q4,267.482125,274.413875,"Interviewer: Um, uh, one thing I wanted to ask you about, because I saw this on your resume, and it was interesting- what is a master driver?"
A4,275.633625,279.0995,"Veteran: Ok, a master driver is a- it's a position made up by Pizza Hut."
A4,279.4565,283.05625,"Veteran: Essentially, I was a- I was in charge of all the drivers-"
A4,283.8,288.17325,"Veteran: And so, they call it a master driver, which is essentially-"
A4,288.917,297.485,"Veteran: I'd go out and teach the uh, new incoming drivers, the prop- the Pizza Hut way of being a proper driver, and um-"
A4,297.975875,304.387,"Veteran: I guess I do have some real experience [inaudible] driving, but also driving on operations over in Afghanistan."
A4,304.639875,312.717,"Veteran: [inaudible], that was one of my first jobs, the driver, I drove humvees, I learned everything about humvees, and proper maintenance- "
A4,313.22275,320.18425,"Veteran: And drove hours and hours along the Afghan-Pakistan border, so I have plenty experience driving."
A4,320.66025,327.517625,"Veteran: And then whenever I applied it to a civilian job, I quickly moved up as the Pizza Hut delivery driver, to the so-called Master Driver."
A4,328.1275,328.975375,"Veteran: And that's what I meant."
Q5,330.00175,336.4575,"Interviewer: So then obviously you have uh, some exerience in leading a team, and working with others. Can you tell me some good stories?"
A5,336.90375,341.767875,"Veteran: Absolutely. Well, um, ok. For leadership-"
A5,343.880125,347.91125,"Veteran: I automatically go to Afghanistan. One of my first things that I did as a leader-"
A5,348.580625,357.78825,"Veteran: or, my first day on the job was one of my soldiers- brand new, comes in, first day in Afghanistan, and he tells me-"
A5,358.160125,360.079,"Veteran: ""Hey Rod"" Rodriguez, Rod-"
A5,361.269,362.578,"Veteran: ""I have a problem at home""."
A5,363.26225,366.014125,"Veteran: And essentially, he had been married for a whole week-"
A5,367.219,377.378625,"Veteran: And then he deployed, and by the time we got to Afghanistan, his wife had already cheated on him and was trying to get the deeds of his motorcycle and car-"
A5,377.676125,385.678875,"Veteran: to sell them. And so it's literally trial by fire, I'm in Afghanistan, I'm trying to figure out ""what do I do""."
A5,386.333375,394.589,"Veteran: And essentially, we walked over to the uh, to the uh, S1 shop, which is like a admin-"
A5,395.09475,399.810125,"Veteran: And I had to sit there, and we had to figure it out, everything we had to figure out- legal, what to do-"
A5,400.226625,402.324,"Veteran: And that was my first day one, on the job in Afghanistan."
A5,404.49575,412.900125,"Veteran: Then later on, whenever in combat operations, I went from a door kicker part of the team- one of the first guys inside the building-"
A5,413.5695,420.769,"Veteran: to leading the team. I've been a front lead and a whole um, company size element manuevers, which is about-"
A5,421.319375,428.53375,"Veteran: 300 men. And I was a pointman- and talk about pressure. That's probably the most pressure- besides when bullets are flying over your head."
A5,429.708875,434.60275,"Veteran: Being the lead guy, being in charge, and making sure that you're going in the right way-"
A5,435.272125,443.40875,"Veteran: But at the same time, i-it's leadership. It- because I have to uh, I had to lead, literally lead- be the point guy-"
A5,443.542625,449.35875,"Veteran: in front of huge wedge formation, point of the spear, going into combat operations."
BCI,449.8645,452.973375,"Interviewer: Yeah, that- that's always stressful on a two-way range."
A5,453.88075,454.936875,"Veteran: Yeah, absolutely."
Q6,456.216125,460.12825,"Interviewer: Um, let's see. How else can I pull out of this one?"
Q6,461.13975,469.454875,"Interviewer: Um, oh, here's one you might be getting on- asked about. Uh, command post of the future operator. Sounds like a very interesting job."
Q6,469.901125,472.608375,"Interviewer: Can you uh, give me a little more details about what it is?"
A6,473.292625,478.885625,"Veteran: Yes sir. Essentially that's the military application of GIS. And that is actually how I got into GIS."
A6,479.4955,483.377875,"Veteran: As mentioned before, I was a pointman, I was an infantryman really. "
A6,484.04725,493.002,"Veteran: That was my job. However, I went through an interview process,and from one day to the next, I became the brigade commanders of PSE- personal security detatchment [inaudible]."
A6,493.641625,501.079125,"Veteran: So, essentially, I went from the bullet catcher- very bottom- to the very top, and it's a complete paradigm shift."
A6,501.451,507.66875,"Veteran: Seeing things from-from the very bottom, you need boots on ground, to seeing things from the very top from a bird's eye perspective."
A6,508.02575,512.25025,"Veteran: So the CPOF, the command post of the future, is command and control software-"
A6,512.770875,517.292875,"Veteran: Essentially, it's GIS with military applications. Every vehicle, and um-"
A6,517.992,524.32875,"Veteran: and also some people would carry transponders, were icons, and we would track their manuevers in our battlespace."
A6,524.8345,527.512,"Veteran: So my job was to, not only uh-"
A6,528.538375,533.090125,"Veteran: Litterally set up the whole- the system, with the help of our communications guys."
A6,533.357875,539.783875,"Veteran: I literally set up the tent, set up the uh, command post, set up the computer system, and then I ran the uh-"
A6,540.21525,547.6825,"Veteran: Where I help operate the system, which again, is command and control software tracking where the good guys are, tracking where the bad guys are."
A6,547.89075,552.41275,"Veteran: Um, making data every significant activity, sigac-"
A6,553.052375,559.894875,"Veteran: And just uh, kinda like keeping track of people. Cause that's really, that's the picture that the commanders have in the battlespace, and that's how they make their decisions."
BCI,561.382375,563.345875,"Interviewer: That is some very cool tech."
A6,563.8665,566.8415,"Veteran: Yeah, it-it was, it was eye-opening."
A6,566.8415,571.57175,"Veteran: Like I mentioned, it's- it was a complete change of perspective, seeing it-"
