Type,Start,End,Transcript
IRR,0,10.698611,"Interviewer: I'm doing well. How about you. I hope you didn't have to drive for such a long um. I I hope you didn't have to drive from far away to come uh for our project."
IRR,11.097331,15.454393,"Veteran: No, not at all. Uh I live in I live in Caldwell so."
IRR,16.143989,21.525572,"Veteran: fifteen minutes or so. But uh, yeah, So no no problem at all."
IRR,21.979733,42.139024,"Interviewer: Okay, Okay, Great, great. So maybe we can start with the mock interview. And again it's a mock interview. So um, we'll try to. You know. Kind of um simulate whatever would happen, I guess. Uh in in a job interview setting. Uh, but um again, we very much appreciate your your help."
IRR,42.564326,42.683562,"Veteran: You're welcome"
Q1,42.947857,70.984339,"Interviewer: Uh, so good afternoon. Um, Thank you so much for attending uh our interview today, and my name is <NAME>. I will be your interviewer for the day. And so we we were impressed by your resume and by your uh experience. Uh in in in the job market, and specifically also in pharmaceutical sales. Uh. So I guess. Um, if you could, give us a brief introduction about yourself"
Q1,71.371667,76.222383,"Interviewer: uh and about your accomplishments throughout your uh, your long career."
A1,77.210449,84.890939,"Veteran: Well, yeah, thank you for the the invitation with the to meet uh with you today about the about the open position for um"
A1,85.313202,104.003684,"Veteran: that you've got available with your company but a little bit about me. So grew grew up in South Texas. My family moved to the Dallas area, where I finished high school, and then attended Texas A&M. Was in the core of cadets. Uh upon graduation, went into the Marine Corps for four years on active duty."
A1,104.495819,121.558004,"Veteran: Uh, and then uh, when I left uh the marines. So uh, while I was in, I was a communications officer responsible for uh tactical networks and uh computer networks and radio switching uh systems. Uh when I left active duty."
A1,122.012924,155.344411,"Veteran: Went into uh commercial telecom uh as in a telecom engineer. Uh was promoted to manager within 4 years and at that point went into the marine reserves so uh. Where I did two deployments over the years um with the downturn in the economy around 2000. You know the tech the tech market just kind of uh just kind of I guess the bottom fell out of the tech market. And so I went into pharmaceuticals at that point so um uh."
A1,155.563137,162.82516,"Veteran: uh, So the things I liked about that was the fact that, uh still had the the ability to interact with"
A1,163.438809,179.610899,"Veteran: uh people so positions their nurses, the staff hospitalists, as well as the technical side or clinical side, at least on this side. So I was able to to kind of still still do both sides of that. So been doing that for uh,"
A1,180.031644,192.805878,"Veteran: about uh nineteen years now. So it moved around from uh, both the diabetes business units into the the cardiovascular side of things. We're currently working with Uh cardiologists"
A1,193.28738,210.065524,"Veteran: uh in hospital is to, you know. Uh, I guess, uh to change their their habits. And uh choose uh the product that I promote versus uh, our competitors. Uh. So I think uh over over the the over my ten years up I'm won um"
A1,210.5,211.219914,"Veteran: five"
A1,211.727238,241.313033,"Veteran: uh President's Club awards for top sales uh, so that's usually the top ten percent of the company in sales growth over uh the previous year. So definitely a huge uh accomplishment as well as been able to kind of balance a civilian career, and uh, for total of twenty-three years in in in the marine reserves. So uh you know was able to lead uh large groups of of marines, both in a tactical as well as in a combat environment."
A1,241.354044,257.035518,"Veteran: It's uh two deployments, one to Kuwait and one to uh to to Iraq. Um, but I've retired since uh been retired since two thousand and eighteen, and uh, you know, looking at new opportunities. Hence why I applied for the position that you've got available today."
Q2,257.682584,281.763762,"Interviewer: Yes, this is an impressive trajectory, and thank you so much for sharing uh. So you mentioned that the the the economy was the reason why you transitioned more into the pharmaceutical companies. Uh, can you describe a little bit your experience in transitioning? And what, what What was the the easiest part about this, but also what was the most challenging part about transitioning in this completely different field."
