Type,Start,End,Transcript
Q1,0.649,4.48906,"Interviewer: So <NAME>, I guess they gave you the job description for which we're interviewing."
BCV,5.041131,6.541201,"Veteran: Yes sir, I have it with me right here."
Q1,6.772625,14.50998,"Interviewer: Ok, so you had a chance to read it. So, so you know obviously this is a senior IT information technology manager, um."
Q1,15.402215,30.272647,"Interviewer: And this is a university position, I would, given the-the, the description of me, I think in a, uh, non-university setting, people might call this, like, a CIO I think."
Q1,30.296936,38.315938,"Interviewer: This is a pretty, uh, pretty expansive, uh, job description that requires a lot of different skills. "
Q1,38.943973,46.801603,"Interviewer: And uh, I noticed that uh, your uh, current studies, uh, that you're due to complete in 2022 I think?"
BCV,47.202378,47.522693,"Veteran: Yes sir."
Q1,47.530286,51.234424,"Interviewer: Is, is, a PHD in information technology. Correct?"
BCV,51.805225,52.335188,"Veteran: Yes sir."
Q1,52.825381,60.355104,"Interviewer: So with that, with that degree, what is your, if you had the pie in the sky ""this is the job I want because I got this degree"", what would it be?"
A1,62.59032,67.73909,"Veteran: The simplistic answer for that, sir, is- is that I want to be in the position to where I can make decision."
A1,68.394905,75.17084,"Veteran: My career has been around- I""m a non comissioned officer, and I'm always assigned an officer or warrant officer to support. "
A1,76.143233,81.985289,"Veteran: And, being in a position similar to that of a CIO, that supports the entirety of the organization. "
A1,83.466495,98.100876,"Veteran: The information technology, track, allows the flexibility within IT, management, and any sub category in each area, to fill in that knowledge gap and support gap."
A1,98.586665,117.313814,"Veteran: At the end of the day, it's about making sure that, the overall boss is taken care of. And if the CIO position is that position, then that's what I'm working towards, and making sure the overall employer- he or she, whoever rates  or signs a paycheck, is taken care of on multiple facets."
Q2,118.321825,133.439395,"Interviewer: Ok, ok, cool, cool. Um, So, I noticed, and-and I'm just sort of correlating, uh, the job responsibilities to things in your resume, you know thye have the one that translates a vision into both long and short-term plans, uh-"
Q2,134.522874,146.153751,"Interviewer: And-and I noticed on your resume that you led a transformation from a singularly-focused, indepedent legacy solution to a cutting-edge, scalable, modular, integrated, uh, solution."
Q2,146.1818,149.086975,"Interviewer: Can you explain that, what that entailed, what you had to do for that?"
