Type,Start,End,Transcript
IRR,0,4.444977,"Interviewer: Forgot to check time on that one. I-I've been having fun today. Um-"
IRR,5.299426,11.431355,"Interviewer: So I'm supposed to give you a mock interview, and let's see how you are best fit for a -"
IRR,12.135019,14.421927,"Interviewer: -fictitious company that I am representing."
IRR,15.301507,16.055433,"Veteran: Yep."
Q1,16.407265,23.569559,"Interviewer: Give me a little help on the-er, give me a little leeway on this one. Uh, but it looks like the job you're applying to would be a HR business partner-"
Q1,23.720345,34.526613,"Interviewer: Uh, so obviously you need a conflict resolution skill, so uh, can you tell me about uh, some of the conflict resolution that you've been involved with uh, previously, at places you've worked?"
A1,35.205146,39.301476,"Veteran: Uh, something to start out would be the military um, conflict all the time."
A1,39.452261,48.474239,"Veteran: Um, you looked at rating, um- different ideas all the time. So just, I mean, take uh, the issue or the problem that you're having, and-"
A1,48.926594,58.074226,"Veteran: -um, sit back, evaluate it, and kinda take small jabs at it, until you proceed through whatever conflict or issue being faced-"
A1,58.627105,66.945419,"Veteran: Um, now currently, in my new position, in uh, human resources here at Texas A&M, um, it's a little bit different, um, there's a-"
A1,67.196727,74.509807,"Veteran: -more documentation needed, required, for um, uh, combatting um-"
A1,75.665826,91.171565,"Veteran: -problems that arise, or conflicts resolution, and um, but a lot of it is intertwined in the same thing, it's just- I think for more legal reasons, it's a, more documented thing."
Q2,91.950622,93.860567,"Interviewer: Ok. Um-"
Q2,96.725485,104.289873,"Interviewer: Recruiting. Oh, they have recruiting in here, alright. Um, have you- do you have any experience with recruiting, uh, any success stories, any failure stories?"
A2,105.269976,114.694047,"Veteran: Uh, so, uh, from a- the military side- not really, I mean, other than talking to people as they come up and say ""hey, what- what's your insight"", whatnot-"
A2,115.121272,125.600839,"Veteran: Uh, from my new position, in human resources, now, is uh, from recruiting- so I go to job fairs all the time for uh, the veterinary school that I work with-"
A2,125.776755,136.130669,"Veteran: -here at A&M. Um, and uh, I would say that the, especially with like the military side of houses, or- veteran side of people, I have a-"
A2,136.557893,142.991393,"Veteran: -have a couple of success stories that people seem to feel more comfortable talking to me, versus the typical recruiter."
A2,143.519141,149.877247,"Veteran: Um, outside of recruiting, or actively looking for people, it's not really my-"
A2,150.304472,158.597655,"Veteran: -uh, expertise so much, however I do have a fundamental understanding, through education, and uh, my current course of education-"
A2,158.798702,164.654191,"Veteran: -so there's MBA, um, the importance of recruiting, so- yeah. But yet-"
Q3,175.485591,180.260454,"Interviewer: Ok, key talent. Has there- has there been anyone you've hunted, as a recruitment?"
Q3,180.964118,186.945262,"Interviewer: Like uh, you thought ""we really need this guy to be on our team"", uh, and either did or didn't pick them up."
A3,192.147349,198.455194,"Veteran: Um, I [inaudible] smaller, uh, team-based, er-er, um, I have, you know, um-"
A3,199.158858,208.532668,"Veteran: -working with uh, special, someone predisposed, construction worker. Uh, the Air Force um, you can kinda pick and choose your people that you have based on their skills and knowledge-"
A3,208.909631,224.113799,"Veteran: -and expertise. Um, so if I'm taking it down, to like that smaller level, I would say that um, I have recruited people, um, and, it-it essentially it's, as far as recruiting for those positions, it's-it's essentially just based on their-"
A3,224.490762,233.537871,"Veteran: -um, experience. Um, how- their work ethic, and things like that. It's um- and every project or team that I've recruited for in the past-"
A3,233.864572,239.795454,"Veteran: -has different requirements, different goals, and all kind of determines on who will pick and choose."
Q4,260.704327,268.620547,"Interviewer: Continually monitor HR compliance requirements to the- in the business and ensure that no risk to HID is [inaudible]- are you familiar with that term?"
BCV,269.600651,278.622629,"Veteran: Um, I think it's human indentify-I-ID, or uh, people's like, personal information? I belive that's what that hits on."
BCV,281.085453,287.493821,"Veteran: Cause I know in my role, um, dealing with the hospital, you're dealing with a lot of people's information, um-"
BCV,288.071831,292.846694,"Veteran: -for animals, the first uh, the personal credit card, and all of that fun stuff, so it's really important."
BCV,293.047741,299.531502,"Veteran: And then obviously in the military, I've had lots of experience with, um, you know, keeping-"
BCV,299.933595,303.502177,"Veteran: Important information a secret, and you know, have the security plans."
BCV,303.728355,306.316833,"Veteran: So yeah, I think that's, that's what they're hitting at."
Q4,308.000601,316.545092,"Interviewer: Uh, then I guess the question an interview woud probably ask you, is ""what steps have you taken, what steps can you concieve to protect the HID""."
A4,317.273887,325.391154,"Veteran: Um, I- basic steps. Uh, you know, making sure your phone- or your phone, or computer's locked, when you're not around it, um-"
A4,325.617331,330.040362,"Veteran: -being careful what you do, who you're talking to with, about certain information."
A4,331.548214,339.137733,"Veteran: Usually, um, you know, we have an office uh, make sure all that important information is either locked or secured."
A4,339.539826,347.933533,"Veteran: If it's in paper form or disk form, um, stuff like that, making sure it's securing uh, phones, and uh, laptops- "
A4,348.084318,355.372266,"Veteran: -PDFs containing classified , sensitive information, uh, it's always having a positive control over it."
Q5,356.905249,358.262315,"Interviewer: Ok, thank you. "
Q5,365.44974,373.491614,"Interviewer: Ok, coach and cancel the client group- um, have you had to coach people before, what are some of the experiences you've had with coaching people? "
A5,374.723026,382.965947,"Veteran: Um, so yeah. Um, definitely had to coach people in my past uh, in regards to like, career development, career path, um-"
A5,383.820397,389.977457,"Veteran: -whether they should continue on, or move on, depending on their goals and aspirations in life."
