Type,Start,End,Transcript
Q1,0,6.52,"Interviewer: Okay <NAME>  it's nice to meet you again, my name is <NAME>, I am on the talent acquisition program team here at navy federal and I am our military affairs program manager so basically I work with any kind of like hiring outreach initiatives with the military veterans."
Q1,6.73,11.11,"Interviewer: As well as military affiliated Community so nice to meet you."
BCV,11.581979,12.837382,"Veteran: It's nice to meet you."
Q1,14.71,17.92,"Interviewer: yeah and um can you tell me just a little bit about yourself."
A1,19.24,31.99,"Veteran: Sure, I am currently midway through a master's program in toxicology at A&M, doing did my core curriculum classes, during my thesis work on."
A1,32.71,46.06,"Veteran: And to determine about antibiotic residues and in certain types of fertilizers, that go into our agricultural and homeland home gardens, and before that I worked for."
A1,47.02,57.37,"Veteran: A major vitamin manufacturing company where I did mostly lab technician work helping out the chemists and before that I finished my."
A1,57.91,75.34,"Veteran: bachelor's degree in Washington state at a very small liberal arts college, while I also worked in the reserves the US army reserves even took a break in between that my schooling to do one last military deployment, one last active duty deployment."
A1,76.39,83.32,"Veteran: We were a bit about the College were so so kind of hippie we didn't have grades or majors you just have."
A1,83.584662,84.037237,"Veteran: um"
A1,84.49,87.43,"Veteran: areas of focus and I focused in biochemistry there."
A1,88.393761,88.799111,"Veteran: Um."
A1,88.9,96.25,"Veteran: We did written evaluations, instead of grades and before that I was an active duty, since I was 20 years old and."
A1,96.370884,97.102874,"Veteran: Um uh."
A1,97.6,104.2,"Veteran: I like that, because I have different experiences almost month to month lots of new things to learn and do all the time."
A1,106,107.44,"Veteran: I might be a little older than a lot of the other participants."
A1,110.02,111.7,"Veteran: Longer longer extreme."
Q2,113.56,125.26,"Interviewer: I don't know about that but You know um but yeah well it's really nice to meet you and I appreciate you taking the time to kind of meet with me, you know, this is a new kind of experience for me as well, so."
Q2,126.7,132.61,"Interviewer: If it's alright with you, I think we can go ahead and jump into some of the more formal interview questions."
BCV,133.163247,133.572532,"Veteran: Ok."
Q2,135.79,148.12,"Interviewer: yeah so um, can you tell me about a time when you built strong relationships, where none previously existed, and this can draw from any of your past work experiences."
A2,155.791987,156.91,"Veteran: Just give me a moment."
A2,157.673124,158.074538,"Veteran: Um."
BCI,159.22,162.52,"Interviewer: yeah Take your time, and let me know if you need me to repeat any of the questions."
A2,163.525113,163.997365,"Veteran: Ok."
A2,170.4987,179.380972,"Veteran: Um I guess, I guess, the first thing that comes to mind is during my first year of it wasn't even really a work experience but."
A2,179.491164,179.805999,"Veteran: Umm."
A2,179.92,185.5,"Veteran: My first year of going back to college at that at the school in Washington state and."
A2,186.49,204.34,"Veteran: I didn't know anybody and we didn't know anything and I entered into a biology class, where we had to the professor's just paired us up and just put us in teams to do field work to do a study on the veracity of certain insects in the forest surrounding the school, and so we didn't."
A2,205.36,220.09,"Veteran: We didn't have any experience with the field work or creating the scientific posters or any real way of dividing up the work where we had to survey the land and set beetle you know insects traps and everything but we."
A2,221.62,239.38,"Veteran: kind of just kind of an odd memory it's just the first thing that came to mind uh we, the first day we teamed up with you know we didn't know each other, we all came became pretty good classmates and even friends in working together throughout the Semester, because we just."
A2,241.24,251.828359,"Veteran: we were able to divide up the work like some one or two of us will go out and set traps this day the other two people will will find to discover the traps, the next day and uh."
A2,252.31,261.91,"Veteran: We have to do that and coordinate that even on the weekends throughout the semester, and then work together in the computer lab to create our poster to describe our."
A2,262.45,270.16,"Veteran: Research and presented it to the class, and it was there was since we had just met each other, there was no relationships so we ended up."
A2,270.64,279.85,"Veteran: Staying in contact, even through the rest of the school year when we weren't in class together, so it was kind of a group effort, no, no one person took the lead in that room."
BCI,283.6,292.63,"Interviewer: And um overall was it kind of a successful class experience and whatever project or resulting um action from that."
A2,293.68,299.56,"Veteran: Yes, it was all successful and we got everything done on time or ahead of time."
Q3,303.4,318.4,"Interviewer: Okay, great um My next question is is kind of you know, trying to understand a little bit about communication style so, can you tell me about a time when you had to."
Q3,318.76,333.07,"Interviewer: communicate the same information to different audiences and had to vary your style for each so, for example, perhaps a group of some subordinates, and then a group of individuals who are your peers and then."
Q3,333.76,344.41,"Interviewer: Perhaps you know, a group that is above you or maybe a group of military and civilians or contractors and how did you tailor your communication."
A3,345.73,357.01,"Veteran: oh on my last my my latest one which was it was back in 2014 13 14 so it was a while ago is my most recent one."
A3,357.624604,358.148017,"Veteran: Um."
A3,358.3,364.06,"Veteran: I we did a lot of what we call screenings which is just talking to a lot of people."
A3,365.14,374.26,"Veteran: Over over a lot of a lot of days just to talk to, basically, so we know who we're working with what we're doing in this place with streaming all the."
A3,375.49,379.03,"Veteran: local citizens who worked with the US or."
A3,380.08,388.33,"Veteran: The or the other, allied forces on the base so anyone who came to the base, we wanted to continuously reinforce our."
A3,389.084456,396.52,"Veteran: Um Our relationships with them and kind of continuously understand their life and make sure they're not getting."
A3,397.364607,398.104468,"Veteran: Uh."
A3,398.68,403.48,"Veteran: influenced by you know people insurgents or people who want to hurt us so."
A3,404.08,419.8,"Veteran: What we did was we have we had questionnaires and certain procedures that we use to talk to all these people, but before that we had to describe to our leadership what we're doing and why we're doing it so that was always in the form of written documentation, you know very official."
A3,420.225537,420.66237,"Veteran: Um."
A3,420.97,425.59,"Veteran: Straightforward military language and then amongst ourselves, we."
A3,426.82,434.41,"Veteran: You know, amongst the team who would screen all these people we we communicate more along the lines of again divvying up the tasks."
A3,435.46,446.59,"Veteran: And ensure you do this don't do that a lot more informal just a lot more detailed instructions on how each day would go and why we're doing what we're doing."
A3,447.1,462.85,"Veteran: And then, of course, talking to the local civilians who you know local civilians who are not members of the military completely changed scripts on them because we didn't really necessarily want them to know why we're asking the question we were asking."
A3,463.440527,463.975746,"Veteran: Um."
A3,464.32,469.12,"Veteran: So we just had to change procedures to them and we had a script that we would."
A3,470.23,471.43,"Veteran: use to say well."
A3,472.9,482.62,"Veteran: This is what we're going to be doing this is why everyone has to put their phones in one room and that we're going to We just have to describe the procedures and to them and."
A3,484.585609,485.14444,"Veteran: Um."
A3,486.46,495.37,"Veteran: You know just omitting a lot of the reasons why we were asking the types of things we ask and then at the end we'd have to debrief back to our."
A3,495.85,512.44,"Veteran: team leadership, who would report up to higher leadership on how the day went if there was any problems or issues or anything that we found that was reportable any information that's civilian had told us that was a reportable information and."
A3,513.49,516.19,"Veteran: To you know communicate that information to."
A3,517.21,520.81,"Veteran: To close, out the the screening operations."
A3,522.73,529.69,"Veteran: So kind of for one operation we had to talk to 3, 4 different groups of people and really totally different information."
Q4,534.49,537.159059,"Interviewer: Perfect okay and um."
Q4,537.76,540.67,"Interviewer: So obviously you've held a variety of different positions."
Q4,541.153523,541.75958,"Interviewer: Um."
