Type,Start,End,Transcript
Q1,2.49,19.59,"Interviewer: I'm in our talent acquisition department, and I am our military affairs program manager, and so I assist with all of our talent hiring outreach initiatives for navy federal and I appreciate meeting with you today and to kind of start things off do you mind just telling me a little bit about you."
A1,20.61,22.02,"Veteran: Oh yeah so."
A1,22.139423,22.860577,"Veteran: I uhhh."
A1,23.28,43.11,"Veteran: My name is <NAME>  I retired from the uh army last year after serving for twenty four years. Retired as a sergeant major and I was an operations officer operations NCO officer so I ran day to day operations for a brigades size element roughly."
A1,44.61,46.02,"Veteran: 15,000 soldiers."
A1,47.67,58.47,"Veteran: For over two years and then uh before that I was a battalion operations sergeant major where I did the same thing for an organization roughly 7000 soldiers."
A1,59.755498,60.383782,"Veteran: So."
A1,60.93,67.29,"Veteran: And now I currently uh currently work for fuji dsn biotechnologies."
A1,67.48823,68.015828,"Veteran: Uh."
A1,69.45,72.69,"Veteran: As a material management specialist."
Q2,75.54,78.33,"Interviewer: Okay Okay, and so what brings you here today."
A2,79.41,92.55,"Veteran: So I come in uh looking to see what the what other opportunities are out there to uh further further my my career outside of the military and see."
A2,93.175402,93.739247,"Veteran: Uh."
A2,94.65,99,"Veteran: What how I can be competitive with uh what I did in the military."
Q3,102.51,114.93,"Interviewer: Gotcha okay, well, I appreciate your time, and um so, if it's alright with you i'm going to go ahead and get started here on some of the more formal questions."
Q3,115.32,130.47,"Interviewer: So obviously looking at your resume I can see, you know you've had a lot of experience working in a team environment, can you tell me about a time when you built strong relationships, where none previously existed and what was the outcome of that."
A3,132.12,134.97,"Veteran: So I would say that that would be where."
A3,134.992571,135.608773,"Veteran: Um."
A3,137.82,144.96,"Veteran: When I took over as a as a platoon sargeant or actually as a drill sergeant well I did time as a drill sergeant in a."
A3,145.98,147.27,"Veteran: It was a while ago uh but."
A3,147.550206,148.142244,"Veteran: Uh."
A3,148.62,158.16,"Veteran: Taking young young people into the army and showing them how to become a cohesive cohesive team and to."
A3,158.174659,158.66601,"Veteran: Uh."
A3,159.24,173.01,"Veteran: accomplish a goal that they didn't really understand and and be able to work as a team with various different aspects and thoughts on how to accomplish the goals that needed to be accomplished."
Q4,176.97,177.99,"Interviewer: And can you think of um."
Q4,179.94,181.89,"Interviewer: I guess a specific outcome from that."
A4,183.09,183.66,"Veteran: Uh so."
A4,185.52,192.78,"Veteran: The specific outcome of that is that that the enabled them to be able to uh work with."
A4,193.8,205.44,"Veteran: Limited instructions and oversight once they understood how to do things and accomplish and work as a team it made it better and they were able to."
A4,206.49,215.19,"Veteran: You know make the mission happen without being told how to do things exactly every time and stuff like that."
Q5,219.18,229.14,"Interviewer: Okay yeah that that makes sense, and so what would you say is like your guiding principle or your philosophy when it comes to leadership."
A5,230.58,239.88,"Veteran: So my my philosophy is to be a good leader, you have to be willing to get out there and do the job that you expect those that you need."
A5,240.96,263.1,"Veteran: To do and understand that job you can't just say that that person or that team needs to do a job, you have to be willing to get out there and do that job with them to get them to work for you, that way whenever it's time to ask them to when it's time to ask or tell them to do things."
A5,263.323714,264.129207,"Veteran: Uh."
A5,264.6,269.88,"Veteran: Then it's it's a they want to do them and it's not that they're told to do them."
Q6,275.97,284.04,"Interviewer: And how would you say you've seen you know people reporting to you um react to your leadership style."
A6,285.27,286.08,"Veteran: So."
A6,287.19,287.7,"Veteran: it's."
A6,288.93,291.9751,"Veteran: How they react my leadership style is."
A6,292.26,294.51,"Veteran: It was a noticeable change from."
A6,295.56,301.826279,"Veteran: The previous uh leadership that they had and the the uh."
A6,303.18,308.52,"Veteran: The work ethic, and the outcome of the work was better quality is better quality work, and it was done."
