Type,Start,End,Transcript
IRR,0,0.764,"Veteran: Howdy, how's it going?"
IRR,1.492875,4.289375,"Interviewer: Doing alright, welcome to your fake interview for a fake company."
IRR,7.27925,11.4145,"Veteran: Is it fake though? I did- I looked it up, and I found like, the website and so-"
Q1,11.4145,15.029125,"Interviewer: Ok, well um, not my company then. [laughs]"
Q1,15.594375,17.885125,"Interviewer: Fair enough, fair enough. Um- "
Q1,18.82225,24.578875,"Interviewer: Alright, uh, well let's start off with some of the requirements uh, that are listed in the job description."
Q1,24.578875,28.10425,"Interviewer: Uh, can you tell me about your experience with C and C++?"
A1,29.65125,34.247625,"Veteran: So, I know one of the requirements for specificially C. And uh-"
A1,34.574875,40.748,"Veteran: I mostly worked with C Sharp, which is like, j ust an extension of C in its own little right."
A1,41.105,45.71625,"Veteran: And my, most of my work through C Sharp has been through uh, Unity."
A1,46.25175,46.861625,"Veteran: Um-"
A1,47.50125,53.287625,"Veteran: And that's where my project that I've been working on here at uh, A&M, and so-"
A1,53.882625,61.796125,"Veteran: On that project, I've been, mostly as a UI team lead, which, to talk more about the project it's-"
A1,61.8705,72.863125,"Veteran: called [inaudible] Suits, and we're basically making a um, kind of like an AR-mounted visor that we want to be- we want to be implemented into like, the-"
A1,73.398625,78.97675,"Veteran: EMU, so the, the current space suit that the astronauts wear-"
A1,79.556875,88.02075,"Veteran: And we're using Unity and coding it with C Sharp so we can make, like uh, mock- a mock prototype-"
A1,88.19925,90.594125,"Veteran: Uh, and test it out through your challenge."
Q2,93.479875,95.978875,"Interviewer: Uh, do you have any experience with uh, Linux?"
A2,97.6895,100.39675,"Veteran: Uh, no, not really."
A2,100.39675,104.874125,"Veteran: The only thing I can really say that's like, close to it, is, I guess, the Raspberry Pi."
A2,105.75175,109.02425,"Veteran: Uh, but even that uses Python code."
A2,109.5895,115.09325,"Veteran: Um, but, middle- I know like, the bare, bare minimum of Linux."
Q3,115.956,119.778875,"Interviewer: K. Uh, what do you know about uh, software development life cycle?"
A3,121.4895,126.680875,"Veteran: Uh, so, for the development life cycle, I pretty much, so-"
A3,127.023,132.4375,"Veteran: Same thing for like, this other project I've been working on, um, I've been able to-"
A3,133.731625,136.081875,"Veteran: I guess, plan out the uh-"
A3,136.944625,138.878375,"Veteran: The processes that we're gonna be following."
A3,139.4585,145.20025,"Veteran: Uh, it's a very complicated thing for me to learn, because I'm aerospace, and this is more like-"
A3,145.423375,146.98525,"Veteran: Computer science, right? So-"
A3,147.565375,152.57825,"Veteran: I've had to pretty much start from the very beginning, and basic in- "
A3,152.9055,158.691875,"Veteran: Uh, just pretty much follow along to, uh, whatever it is that we're trying to do, so-"
A3,159.822375,162.3065,"Veteran: Uh, I guess, to make it easier, um-"
A3,164.433625,165.177375,"Veteran: it's-"
A3,166.055,170.115875,"Veteran: It's just planning out what software's supposed to look like, and what-"
A3,170.175375,171.67775,"Veteran: how everything's supposed to come together."
A3,172.39175,178.148375,"Veteran: Uh, and I've made uh, flowcharts and diagrams with uh, that other project that I talked about."
A3,178.46075,184.217375,"Veteran: Um, and with that- like we've able to like, at least have an idea of like, what is supposed to happen."
Q4,185.199125,192.160625,"Interviewer: Ok, good. Um, let's see, anything else on this res- on this job list, not resume."
Q4,194.600125,202.8855,"Interviewer: I'm guessing that with the uh, the EVA spacesuit, you definitely would have some experience with uh, guidance navigation and control-"
Q4,203.525125,204.1945,"Interviewer: experience."
BCV,205.0275,206.827375,"Veteran: You would think that, but I do not."
Q4,207.422375,208.895,"Interviewer: Oh, really? Ok."
A4,208.9545,210.248625,"Veteran: Specifically because-"
A4,210.813875,215.127625,"Veteran: Um, I know the software- I know about it, but I've never actually worked with it."
A4,215.94575,216.5705,"Veteran: Um-"
A4,217.537375,219.248,"Veteran: It's more for, like-"
A4,219.976875,226.65575,"Veteran: Orbital mechanics and like, plotting and like, visualizing, in terms of like, coding, so-"
A4,227.102,227.697,"Veteran: Um-"
A4,228.247375,233.67675,"Veteran: What I've worked with uh, EVA suit, is more like hardware or integration-"
A4,234.21225,236.146,"Veteran: Um, that sort of deal."
Q5,238.43675,243.211625,"Interviewer: Ok, cool. Uh, let's see. Anything else in here I can pick out?"
Q5,245.175125,246.900625,"Interviewer: I really- ok."
Q5,248.120375,253.594375,"Interviewer: Um, unfortunately, this is a really short job listing, so I can't pick a whole bunch out of it to ask you questions-"
Q5,253.594375,258.175875,"Interviewer: But uh, a couple questions I normally ask in interviews is uh-"
Q5,258.399,264.363875,"Interviewer: Well now that we've gone past the technical side of it, um, tell me about yourself. What are you hobbies? What do you like to do?"
A5,265.80675,269.540375,"Veteran: Um, it's like, so man things, but-"
A5,270.38825,273.021125,"Veteran: Trying to keep it professional. Uh-"
