Type,Start,End,Transcript
Q1,0.14,6.97,"Interviewer: If you could give me your little personal, you know 30 second, 45 second elevator story, you you and your family kind of growing up that kind of thing."
A1,7.251261,8.563831,"Veteran: Oh, yeah, so"
A1,9.183401,13.162416,"Veteran: Really easy. Military brat moved all over, went to 3 different high schools."
A1,13.582347,19.071276,"Veteran: I graduated from one that was with the senior class bigger than any school I had ever been in to that point. So it was interesting."
A1,19.594468,36.34121,"Veteran: Uh came to the Promised Land, a total god thing had no idea about A&M, the core the band anything like that until the Sunday of FOW, and they're yelling at us to get out on the wall, and i'm just cracking up, trying not to laugh out loud, just thinking this is exactly where I need to be."
A1,37.210902,37.763926,"Veteran: Um so"
A1,38.333012,39.462006,"Veteran: so like you."
A1,40.389066,42.050431,"Veteran: I took. I took a victory lap."
A1,42.653938,51.681299,"Veteran: so class of 94, but graduated 95, and then went into the military My wife and I met here at A&M. We got married 4 years later. We dated on and off for about 9 years."
A1,52.397246,57.413467,"Veteran: long periods of on long periods of off. Most of that was just because I was a tool. Um."
A1,57.93207,65.816669,"Veteran: and then and really kind of what happened was that she was a Christian, and I wasn't. And then I ended up getting saved right after college. And so"
A1,66.365103,73.942212,"Veteran: we got married in 99, and embarked on an adventure just retired from the military in the air force after 27 years we have 3"
A1,74.389679,75.459011,"Veteran: Uh kids."
A1,75.968435,76.565057,"Veteran: Um."
BCI,77.262647,80.60144,"Interviewer: My daughter is a freshman here at A&M actually."
A1,81.266904,84.337216,"Veteran: Uh and then our 2 boys are still at home. We home school."
A1,84.88565,88.587006,"Veteran: When I say, we, you know that that really means her, although I take over"
A1,89.181334,91.551762,"Veteran: science and math starting in about the sixth grade"
Q2,92.056597,110.391273,"Interviewer: Well to do that that's great, and I tell you, with some of this crazy stuff they're teaching our kids in school. I don't blame you a bit. I mean they're they kind of crossing over the boundaries of what the school should teach our children versus what parents should be talking to their children about. So good for you and you got an Aggie on the way we tried."
Q2,110.909876,128.120148,"Interviewer: We got one. We got one nephew in. Of all the nieces and nephews. We take everyone down to a game, and we had a whole deal, and so we finally got one in. But Shawn he's a mountain kid and Eagle Scout. He launched off of Colorado State loves to play Rugby and okay. So"
Q2,128.61,132.831173,"Interviewer: what do you know about the actual position of it, the opportunity?"
Q2,133.209799,138.329281,"Interviewer: In your mind what do you know about it, and do you have any questions about it?"
A2,138.967209,143.405164,"Veteran: So, looking for the job description right? An Ops management director."
BCI,143.873283,144.414833,"Interviewer: Right"
A2,144.931141,156.911785,"Veteran: Right. How does that translate to what I'm used to in the military? There's you know it could go a number of ways. It seems that i'm somewhere between the Exec that this position is somewhere between the executive level"
